Person ID,Age,Gender,Undergraduate Major,Undergraduate GPA,Years of Work Experience,Current Job Title,Annual Salary (Before MBA),Has Management Experience,GRE/GMAT Score,Undergrad University Ranking,Entrepreneurial Interest,Networking Importance,MBA Funding Source,Desired Post-MBA Role,Expected Post-MBA Salary,Location Preference (Post-MBA),Reason for MBA,Online vs. On-Campus MBA,Decided to Pursue MBA?
2354,23,Female,Science,2.03,9,Engineer,99950,Yes,458,215,8.9,4.9,Employer,Marketing Director,72301,International,Networking,Online,No
2355,23,Female,Arts,3.32,1,Engineer,83709,Yes,322,409,8.4,6.4,Employer,Consultant,110053,Domestic,Career Growth,On-Campus,Yes
2356,33,Male,Engineering,2.0,0,Consultant,72945,No,345,498,9.2,6.6,Self-funded,Executive,166684,Domestic,Skill Enhancement,On-Campus,Yes
2357,33,Male,Economics,2.13,0,Analyst,114876,No,772,196,1.6,6.3,Employer,Marketing Director,147084,Domestic,Career Growth,On-Campus,No
2358,26,Male,Engineering,2.82,3,Analyst,118115,No,253,120,4.2,7.4,Loan,Marketing Director,118402,International,Skill Enhancement,Online,No
2359,21,Male,Engineering,3.68,0,Entrepreneur,111756,Yes,300,425,1.4,6.7,Self-funded,Consultant,99301,International,Skill Enhancement,On-Campus,Yes
2360,27,Female,Science,2.29,1,Entrepreneur,38243,No,543,203,3.9,5.3,Self-funded,Startup Founder,90608,Domestic,Skill Enhancement,Online,No
2361,32,Female,Economics,3.11,0,Entrepreneur,73625,No,530,446,3.5,8.5,Self-funded,Marketing Director,80736,International,Networking,On-Campus,Yes
2362,21,Male,Business,3.36,5,Engineer,34705,Yes,382,297,9.2,9.8,Loan,Startup Founder,128919,International,Skill Enhancement,Online,Yes
2363,34,Female,Engineering,2.46,3,Consultant,111340,No,587,230,9.5,6.5,Scholarship,Marketing Director,167938,Domestic,Networking,On-Campus,Yes
2364,25,Male,Economics,3.02,7,Manager,113664,No,272,466,7.3,7.4,Scholarship,Marketing Director,128024,International,Career Growth,Online,Yes
2365,30,Other,Engineering,3.82,4,Analyst,46093,No,735,289,3.5,5.6,Scholarship,Startup Founder,97273,International,Entrepreneurship,Online,Yes
2366,33,Male,Science,3.02,9,Entrepreneur,91662,No,775,228,1.1,4.6,Self-funded,Consultant,188692,Domestic,Career Growth,Online,No
2367,28,Male,Science,2.31,4,Analyst,107438,No,336,38,7.0,8.7,Scholarship,Executive,130962,International,Entrepreneurship,Online,Yes
2368,24,Male,Business,3.26,7,Analyst,67700,No,297,146,5.5,2.8,Scholarship,Finance Manager,165380,International,Skill Enhancement,On-Campus,Yes
2369,25,Male,Science,3.18,9,Analyst,96685,No,698,438,2.9,7.2,Loan,Finance Manager,199961,International,Skill Enhancement,Online,Yes
2370,24,Female,Economics,2.05,5,Consultant,32559,Yes,767,49,2.6,2.2,Self-funded,Startup Founder,61723,International,Skill Enhancement,On-Campus,Yes
2371,32,Male,Science,2.18,5,Analyst,40369,No,276,317,6.0,7.9,Employer,Marketing Director,133330,Domestic,Networking,Online,Yes
2372,32,Male,Business,2.31,2,Consultant,90099,No,574,16,2.2,3.1,Self-funded,Startup Founder,133652,Domestic,Skill Enhancement,On-Campus,Yes
2373,34,Female,Arts,2.27,5,Manager,63835,Yes,724,214,5.9,6.5,Loan,Consultant,89115,International,Networking,Online,Yes
2374,24,Female,Engineering,2.52,9,Manager,48213,No,755,85,9.2,2.3,Scholarship,Finance Manager,171129,Domestic,Networking,On-Campus,No
2375,32,Female,Engineering,2.91,6,Engineer,63690,No,741,242,8.1,1.0,Loan,Executive,154247,Domestic,Career Growth,Online,Yes
2376,28,Male,Economics,2.74,1,Analyst,53130,No,402,300,9.5,7.7,Loan,Marketing Director,79745,International,Career Growth,On-Campus,No
2377,22,Female,Business,3.78,2,Entrepreneur,113470,No,748,31,3.2,8.9,Employer,Executive,158344,International,Skill Enhancement,On-Campus,Yes
2378,21,Female,Business,3.22,5,Engineer,97580,No,328,95,9.6,8.2,Self-funded,Startup Founder,119276,International,Networking,Online,No
2379,23,Male,Business,3.75,9,Engineer,68581,No,295,155,5.3,2.2,Employer,Startup Founder,146400,International,Networking,On-Campus,No
2380,29,Male,Engineering,3.05,8,Manager,69865,Yes,681,169,6.7,3.1,Self-funded,Startup Founder,143278,International,Career Growth,Online,Yes
2381,24,Male,Science,2.18,8,Entrepreneur,97133,No,671,114,3.6,8.4,Employer,Startup Founder,120230,Domestic,Entrepreneurship,On-Campus,No
2382,30,Male,Engineering,2.93,7,Analyst,97857,Yes,522,485,9.9,1.2,Scholarship,Finance Manager,183698,Domestic,Entrepreneurship,Online,Yes
2383,25,Male,Engineering,3.64,7,Analyst,84010,No,282,259,4.9,5.8,Employer,Executive,155654,Domestic,Entrepreneurship,On-Campus,Yes
2384,22,Male,Engineering,2.39,8,Manager,60648,Yes,779,95,2.7,8.5,Employer,Startup Founder,80376,Domestic,Career Growth,On-Campus,Yes
2385,24,Female,Science,2.18,8,Consultant,56597,Yes,285,162,6.2,2.8,Employer,Executive,193897,Domestic,Career Growth,On-Campus,No
2386,22,Female,Arts,2.66,9,Manager,93511,No,338,474,3.3,2.3,Loan,Startup Founder,199849,Domestic,Networking,On-Campus,Yes
2387,22,Other,Economics,2.78,8,Entrepreneur,64085,No,280,216,4.9,2.6,Scholarship,Finance Manager,130237,Domestic,Career Growth,Online,Yes
2388,24,Female,Arts,2.61,4,Consultant,61477,No,270,138,2.9,7.8,Scholarship,Consultant,161666,International,Career Growth,Online,No
2389,26,Male,Arts,2.27,5,Entrepreneur,61657,Yes,606,57,4.5,9.7,Loan,Executive,147880,International,Entrepreneurship,Online,No
2390,27,Female,Engineering,2.5,4,Analyst,82707,No,539,413,1.8,2.9,Loan,Finance Manager,184150,Domestic,Entrepreneurship,Online,No
2391,30,Female,Arts,3.36,0,Consultant,116217,No,434,166,3.6,2.0,Loan,Executive,136785,Domestic,Skill Enhancement,On-Campus,No
2392,23,Male,Engineering,2.77,3,Entrepreneur,113477,No,560,205,3.2,3.4,Loan,Startup Founder,191294,Domestic,Skill Enhancement,Online,Yes
2393,23,Female,Engineering,3.27,0,Analyst,85456,Yes,784,101,9.5,2.0,Loan,Marketing Director,87073,Domestic,Entrepreneurship,On-Campus,Yes
2394,30,Other,Economics,3.07,0,Entrepreneur,96605,No,618,487,6.3,1.0,Scholarship,Marketing Director,165143,Domestic,Skill Enhancement,Online,Yes
2395,26,Female,Business,3.1,2,Consultant,92901,No,580,371,1.2,5.0,Employer,Consultant,96432,Domestic,Skill Enhancement,Online,No
2396,33,Female,Engineering,2.5,6,Analyst,95640,No,653,262,9.2,7.8,Employer,Consultant,75747,International,Entrepreneurship,Online,No
2397,32,Male,Arts,3.04,0,Entrepreneur,82905,Yes,606,142,6.8,3.8,Employer,Finance Manager,67496,Domestic,Networking,Online,No
2398,23,Male,Economics,2.05,6,Engineer,35042,No,348,222,4.0,4.0,Self-funded,Marketing Director,71282,Domestic,Career Growth,On-Campus,No
2399,33,Male,Arts,2.86,9,Consultant,50419,No,500,231,4.3,3.1,Employer,Marketing Director,145121,Domestic,Career Growth,Online,No
2400,22,Female,Business,3.15,9,Consultant,80999,Yes,545,241,1.3,2.2,Scholarship,Marketing Director,176417,Domestic,Entrepreneurship,On-Campus,No
2401,28,Female,Science,2.36,0,Consultant,88921,Yes,657,388,9.8,1.6,Loan,Executive,126046,International,Entrepreneurship,Online,No
2402,25,Other,Business,2.51,8,Analyst,81724,Yes,608,429,8.7,6.1,Self-funded,Marketing Director,192403,International,Skill Enhancement,On-Campus,Yes
2403,21,Male,Economics,2.44,4,Consultant,53349,No,258,476,1.6,7.9,Self-funded,Startup Founder,177244,International,Networking,On-Campus,Yes
2404,23,Male,Business,2.14,5,Entrepreneur,61627,No,548,295,7.1,5.5,Self-funded,Marketing Director,164708,International,Entrepreneurship,Online,Yes
2405,30,Female,Business,2.7,8,Engineer,80135,Yes,592,202,5.0,8.6,Scholarship,Executive,122114,Domestic,Networking,Online,Yes
2406,28,Female,Economics,3.96,2,Entrepreneur,62264,No,453,54,8.3,5.2,Self-funded,Startup Founder,105016,Domestic,Skill Enhancement,Online,Yes
2407,24,Male,Economics,2.71,2,Entrepreneur,89404,Yes,399,154,6.6,1.6,Self-funded,Marketing Director,196543,International,Entrepreneurship,Online,No
2408,34,Male,Arts,2.92,4,Consultant,34647,No,259,226,4.7,6.4,Loan,Finance Manager,147371,International,Networking,Online,Yes
2409,27,Female,Engineering,3.31,6,Engineer,60627,No,459,285,4.9,7.4,Scholarship,Startup Founder,143836,Domestic,Networking,Online,No
2410,30,Female,Science,3.3,2,Engineer,103076,No,637,62,6.9,2.1,Scholarship,Executive,92165,Domestic,Skill Enhancement,On-Campus,No
2411,32,Male,Science,3.9,3,Engineer,79278,No,279,392,6.9,5.7,Self-funded,Executive,114492,International,Skill Enhancement,On-Campus,Yes
2412,34,Male,Science,3.72,1,Engineer,77878,No,718,167,6.0,3.7,Self-funded,Consultant,127347,Domestic,Skill Enhancement,On-Campus,Yes
2413,34,Other,Business,3.59,8,Manager,119310,Yes,399,402,9.0,9.7,Employer,Consultant,126863,International,Entrepreneurship,On-Campus,No
2414,22,Female,Economics,3.9,9,Engineer,43300,Yes,341,201,8.0,2.9,Employer,Marketing Director,91020,International,Networking,On-Campus,No
2415,27,Male,Economics,2.46,8,Consultant,92262,No,613,278,2.1,7.1,Scholarship,Marketing Director,74570,Domestic,Skill Enhancement,On-Campus,No
2416,25,Male,Economics,3.23,1,Engineer,113534,Yes,546,146,8.8,3.8,Self-funded,Executive,199057,International,Networking,Online,Yes
2417,25,Female,Engineering,3.77,4,Entrepreneur,106172,No,738,165,2.8,4.7,Scholarship,Marketing Director,157112,International,Networking,On-Campus,Yes
2418,26,Male,Economics,3.25,0,Manager,64274,No,734,367,9.6,8.4,Scholarship,Marketing Director,189769,Domestic,Networking,Online,No
2419,33,Male,Economics,3.95,7,Entrepreneur,66243,Yes,685,161,8.3,10.0,Self-funded,Finance Manager,192938,International,Networking,On-Campus,Yes
2420,29,Female,Business,2.2,5,Consultant,59930,No,263,432,9.2,2.1,Loan,Consultant,131773,International,Career Growth,On-Campus,No
2421,34,Male,Arts,2.88,9,Consultant,98793,No,608,237,7.1,5.1,Loan,Consultant,104999,International,Networking,On-Campus,Yes
2422,26,Female,Science,3.95,9,Engineer,42566,Yes,290,48,6.9,6.6,Loan,Startup Founder,124201,Domestic,Entrepreneurship,Online,Yes
2423,32,Male,Business,2.76,1,Consultant,44116,Yes,336,386,3.2,4.5,Loan,Startup Founder,155311,Domestic,Entrepreneurship,On-Campus,Yes
2424,33,Female,Business,3.48,1,Manager,61507,No,657,249,6.6,2.2,Scholarship,Consultant,139339,Domestic,Networking,Online,Yes
2425,34,Male,Business,2.06,9,Entrepreneur,63003,No,324,26,4.8,1.2,Loan,Marketing Director,104601,International,Skill Enhancement,Online,Yes
2426,28,Male,Science,3.39,4,Consultant,34753,No,268,145,2.4,1.3,Loan,Executive,195771,International,Entrepreneurship,On-Campus,No
2427,27,Male,Business,3.87,6,Consultant,99699,No,389,260,4.2,5.5,Scholarship,Marketing Director,85802,Domestic,Skill Enhancement,Online,Yes
2428,29,Female,Arts,2.77,8,Manager,56556,No,380,9,7.0,4.7,Loan,Executive,101001,International,Entrepreneurship,On-Campus,No
2429,24,Female,Economics,2.04,8,Analyst,102647,Yes,435,266,8.9,9.8,Self-funded,Marketing Director,115359,Domestic,Networking,On-Campus,No
2430,22,Male,Arts,2.06,5,Analyst,87309,No,616,241,4.9,9.2,Loan,Consultant,165002,International,Networking,Online,Yes
2431,27,Female,Economics,3.78,1,Manager,39391,Yes,423,325,3.6,6.5,Loan,Executive,186120,International,Career Growth,Online,Yes
2432,26,Female,Economics,3.45,5,Consultant,70467,No,428,422,2.4,5.3,Loan,Consultant,72605,Domestic,Career Growth,Online,No
2433,21,Other,Business,2.21,0,Manager,94964,No,776,305,4.6,6.2,Self-funded,Finance Manager,162565,International,Skill Enhancement,Online,No
2434,31,Male,Business,2.11,1,Manager,104344,No,655,40,3.6,5.2,Self-funded,Consultant,158535,International,Networking,Online,No
2435,29,Female,Science,3.61,2,Analyst,105681,No,514,177,5.0,4.1,Self-funded,Consultant,162234,International,Entrepreneurship,On-Campus,No
2436,29,Male,Engineering,3.62,4,Engineer,39009,No,597,470,1.9,6.5,Self-funded,Consultant,164133,Domestic,Skill Enhancement,Online,No
2437,32,Male,Arts,2.24,9,Consultant,35386,No,288,489,7.6,9.4,Scholarship,Consultant,60433,Domestic,Entrepreneurship,On-Campus,Yes
2438,22,Other,Science,2.6,0,Entrepreneur,108539,Yes,480,19,1.0,6.8,Loan,Startup Founder,189391,Domestic,Career Growth,On-Campus,Yes
2439,23,Female,Science,3.56,9,Manager,49487,Yes,736,37,7.3,2.6,Loan,Finance Manager,90115,International,Career Growth,Online,Yes
2440,25,Male,Arts,3.05,4,Analyst,62958,No,573,225,3.8,5.3,Employer,Marketing Director,194300,International,Entrepreneurship,Online,Yes
2441,25,Male,Arts,3.91,4,Engineer,39910,No,306,305,4.2,2.6,Self-funded,Finance Manager,123367,Domestic,Networking,On-Campus,No
2442,21,Female,Economics,2.96,3,Consultant,70122,Yes,701,242,2.5,2.1,Self-funded,Consultant,117126,Domestic,Career Growth,On-Campus,No
2443,28,Female,Engineering,3.35,2,Manager,55406,No,512,390,9.7,4.0,Loan,Marketing Director,68519,Domestic,Career Growth,On-Campus,No
2444,32,Male,Business,3.02,6,Analyst,66240,Yes,763,320,1.5,2.8,Loan,Marketing Director,60081,Domestic,Skill Enhancement,Online,Yes
2445,28,Other,Engineering,3.89,6,Manager,68041,No,303,407,3.5,9.4,Loan,Finance Manager,136943,International,Networking,On-Campus,Yes
2446,24,Male,Engineering,2.8,0,Entrepreneur,114018,No,670,462,2.3,1.5,Self-funded,Finance Manager,164954,Domestic,Skill Enhancement,On-Campus,Yes
2447,33,Male,Business,2.46,6,Consultant,65353,No,661,31,5.3,9.7,Self-funded,Consultant,162486,Domestic,Networking,Online,Yes
2448,27,Female,Engineering,2.65,2,Consultant,106053,No,308,53,6.0,8.6,Scholarship,Executive,146669,Domestic,Entrepreneurship,Online,Yes
2449,31,Male,Science,3.71,2,Consultant,30450,Yes,679,33,2.8,3.4,Employer,Marketing Director,111910,International,Career Growth,On-Campus,Yes
2450,30,Male,Science,3.0,5,Consultant,44174,No,696,17,6.9,1.8,Scholarship,Marketing Director,123846,International,Entrepreneurship,On-Campus,Yes
2451,23,Female,Business,2.71,5,Analyst,50813,No,668,65,6.0,6.1,Scholarship,Consultant,148994,Domestic,Skill Enhancement,On-Campus,No
2452,26,Female,Business,3.09,3,Entrepreneur,38956,No,343,255,8.6,3.2,Scholarship,Marketing Director,151236,International,Career Growth,On-Campus,Yes
2453,34,Male,Arts,2.27,4,Manager,92974,Yes,462,460,9.2,3.3,Loan,Consultant,93450,International,Skill Enhancement,Online,Yes
2454,30,Female,Arts,2.01,2,Analyst,73513,Yes,461,67,7.3,6.2,Scholarship,Executive,179220,International,Entrepreneurship,On-Campus,Yes
2455,33,Female,Engineering,2.56,2,Engineer,63249,Yes,382,173,6.7,5.1,Scholarship,Startup Founder,165155,Domestic,Networking,On-Campus,No
2456,30,Male,Engineering,3.21,8,Consultant,81559,No,415,228,6.4,5.6,Employer,Finance Manager,179178,International,Skill Enhancement,On-Campus,Yes
2457,32,Female,Business,3.42,4,Consultant,45038,No,481,88,2.5,3.9,Scholarship,Executive,181879,Domestic,Skill Enhancement,On-Campus,Yes
2458,34,Male,Engineering,3.65,0,Manager,44480,No,274,233,8.9,3.9,Scholarship,Executive,181224,Domestic,Skill Enhancement,Online,No
2459,29,Male,Economics,3.85,8,Consultant,34648,No,648,240,4.2,10.0,Self-funded,Executive,125853,Domestic,Networking,Online,Yes
2460,21,Female,Science,2.82,9,Consultant,46459,No,297,206,7.2,4.5,Self-funded,Marketing Director,63141,International,Entrepreneurship,Online,Yes
2461,25,Other,Engineering,3.48,5,Manager,46166,Yes,301,37,5.0,3.0,Employer,Consultant,148692,Domestic,Skill Enhancement,Online,Yes
2462,24,Male,Engineering,2.15,8,Entrepreneur,59344,No,309,348,9.1,7.3,Loan,Marketing Director,78380,International,Career Growth,On-Campus,Yes
2463,28,Male,Arts,2.12,6,Analyst,40527,No,722,283,4.7,8.1,Employer,Startup Founder,111043,International,Entrepreneurship,Online,No
2464,31,Male,Economics,2.25,9,Entrepreneur,96996,No,702,148,6.0,3.1,Self-funded,Marketing Director,153918,Domestic,Career Growth,Online,No
2465,32,Male,Engineering,2.9,9,Manager,70269,No,786,463,2.7,2.0,Loan,Consultant,97047,Domestic,Skill Enhancement,Online,No
2466,21,Male,Science,2.42,6,Consultant,108913,No,432,426,6.0,3.6,Scholarship,Executive,129074,Domestic,Networking,Online,Yes
2467,29,Male,Engineering,2.57,4,Consultant,106976,No,488,409,2.8,5.7,Scholarship,Marketing Director,163361,International,Career Growth,On-Campus,Yes
2468,26,Female,Business,3.3,6,Entrepreneur,92790,No,313,108,8.2,4.4,Scholarship,Finance Manager,197303,Domestic,Skill Enhancement,On-Campus,Yes
2469,24,Male,Economics,2.72,9,Engineer,31998,No,570,70,4.3,2.4,Employer,Consultant,136405,International,Skill Enhancement,Online,Yes
2470,32,Male,Engineering,3.11,3,Analyst,65358,Yes,765,179,4.8,1.2,Scholarship,Executive,154299,International,Career Growth,On-Campus,Yes
2471,29,Female,Economics,2.82,5,Consultant,78071,No,787,110,6.8,5.6,Self-funded,Startup Founder,150971,International,Career Growth,Online,Yes
2472,31,Female,Engineering,2.34,1,Manager,54774,No,775,462,1.8,8.8,Self-funded,Marketing Director,176153,Domestic,Career Growth,On-Campus,Yes
2473,25,Male,Science,2.15,9,Entrepreneur,40659,No,667,167,3.8,6.4,Self-funded,Startup Founder,107753,International,Career Growth,Online,Yes
2474,25,Male,Science,2.47,2,Analyst,31097,No,660,377,9.4,8.8,Loan,Consultant,192921,International,Entrepreneurship,Online,Yes
2475,32,Female,Economics,2.12,1,Engineer,97677,Yes,270,362,8.8,7.9,Loan,Marketing Director,156480,Domestic,Career Growth,Online,Yes
2476,25,Male,Arts,3.24,9,Consultant,86172,No,796,30,3.1,4.1,Employer,Finance Manager,167443,Domestic,Entrepreneurship,On-Campus,Yes
2477,21,Male,Arts,3.59,1,Entrepreneur,102039,No,703,47,5.6,4.7,Employer,Startup Founder,142671,International,Entrepreneurship,On-Campus,Yes
2478,21,Female,Business,2.68,6,Consultant,86488,Yes,732,175,6.2,8.8,Employer,Finance Manager,151419,International,Entrepreneurship,On-Campus,Yes
2479,28,Male,Arts,2.77,4,Entrepreneur,56884,No,403,50,3.7,7.3,Loan,Finance Manager,93381,Domestic,Entrepreneurship,On-Campus,No
2480,32,Male,Economics,3.63,5,Engineer,74805,Yes,254,284,4.1,6.0,Loan,Finance Manager,87538,Domestic,Career Growth,On-Campus,Yes
2481,28,Male,Arts,2.45,2,Manager,79423,No,561,287,9.8,9.5,Scholarship,Marketing Director,68103,Domestic,Career Growth,Online,Yes
2482,32,Male,Business,2.24,9,Manager,77311,No,571,201,2.2,1.4,Scholarship,Consultant,180170,Domestic,Skill Enhancement,On-Campus,Yes
2483,26,Male,Engineering,3.0,4,Analyst,113287,No,769,252,9.2,8.7,Self-funded,Marketing Director,89240,Domestic,Career Growth,Online,Yes
2484,32,Other,Arts,3.29,4,Consultant,102557,No,313,304,4.2,3.9,Employer,Executive,180246,Domestic,Career Growth,On-Campus,Yes
2485,31,Male,Economics,3.2,3,Consultant,73410,Yes,681,194,3.2,6.8,Scholarship,Consultant,88066,International,Entrepreneurship,On-Campus,No
2486,33,Male,Economics,3.43,9,Consultant,33311,No,618,437,3.3,9.2,Employer,Marketing Director,95577,Domestic,Skill Enhancement,Online,Yes
2487,24,Male,Business,2.11,3,Manager,105386,No,264,316,3.5,4.2,Self-funded,Executive,74402,Domestic,Career Growth,Online,Yes
2488,22,Female,Business,2.86,7,Analyst,55018,No,731,47,3.6,5.5,Loan,Marketing Director,181899,International,Entrepreneurship,Online,Yes
2489,34,Female,Science,2.48,5,Manager,38800,No,573,173,3.3,3.9,Scholarship,Executive,152053,International,Career Growth,Online,No
2490,22,Male,Science,3.52,1,Entrepreneur,63860,No,568,129,8.6,7.3,Scholarship,Finance Manager,91704,Domestic,Skill Enhancement,On-Campus,No
2491,29,Female,Science,3.75,1,Consultant,33784,Yes,340,194,3.4,2.2,Scholarship,Marketing Director,162314,Domestic,Career Growth,On-Campus,Yes
2492,25,Male,Engineering,2.56,1,Entrepreneur,85764,No,552,496,8.8,7.8,Employer,Startup Founder,188774,International,Career Growth,On-Campus,Yes
2493,24,Male,Economics,2.19,5,Engineer,62390,Yes,518,119,9.7,8.0,Scholarship,Consultant,98819,Domestic,Career Growth,Online,Yes
2494,30,Male,Science,2.51,0,Entrepreneur,114777,No,729,476,3.5,1.6,Self-funded,Startup Founder,135672,Domestic,Career Growth,Online,Yes
2495,33,Male,Economics,2.21,2,Entrepreneur,97480,Yes,348,356,6.1,4.6,Loan,Executive,84307,Domestic,Career Growth,Online,No
2496,21,Male,Business,2.64,0,Entrepreneur,65639,Yes,617,23,5.1,7.3,Loan,Startup Founder,182645,Domestic,Networking,On-Campus,Yes
2497,27,Female,Engineering,3.08,3,Manager,104670,Yes,551,404,8.6,1.8,Self-funded,Finance Manager,108604,Domestic,Skill Enhancement,On-Campus,No
2498,23,Male,Business,3.95,0,Entrepreneur,36604,No,259,417,3.8,8.1,Self-funded,Marketing Director,146882,International,Entrepreneurship,Online,Yes
2499,26,Female,Economics,2.8,8,Consultant,105185,No,688,350,7.9,6.8,Scholarship,Consultant,184667,International,Skill Enhancement,On-Campus,No
